denylist_tier,openalex_id,s2_id,arxiv_id,doi,title,year,venue,domain,sources
1hop_referenced,https://openalex.org/W2290847742,,,https://doi.org/10.1007/s10822-016-9938-8,Molecular graph convolutions: moving beyond fingerprints,2016,Journal of Computer-Aided Molecular Design,,
1hop_referenced,https://openalex.org/W2319060767,,,https://doi.org/10.2174/138161212799436430,Multi-Parameter Optimization: Identifying High Quality Compounds with a Balance of Properties,2012,Current Pharmaceutical Design,,
1hop_referenced,https://openalex.org/W2527189750,,,https://doi.org/10.1038/ncomms13890,Quantum-chemical insights from deep tensor neural networks,2017,Nature Communications,,
1hop_referenced,https://openalex.org/W2578240541,,,https://doi.org/10.1021/acscentsci.7b00512,Generating Focused Molecule Libraries for Drug Discovery with Recurrent Neural Networks,2017,ACS Central Science,,
1hop_referenced,https://openalex.org/W2610148085,,,https://doi.org/10.1186/s13321-017-0235-x,Molecular de-novo design through deep reinforcement learning,2017,Journal of Cheminformatics,,
1hop_referenced,https://openalex.org/W2613663164,,,https://doi.org/10.48550/arxiv.1705.04612,Molecular Generation with Recurrent Neural Networks (RNNs),2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2618625858,,,https://doi.org/10.48550/arxiv.1705.10843,Objective-Reinforced Generative Adversarial Networks (ORGAN) for Sequence Generation Models,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2621742623,,,https://doi.org/10.1021/acscentsci.7b00303,Retrosynthetic Reaction Prediction Using Neural Sequence-to-Sequence Models,2017,ACS Central Science,,
1hop_referenced,https://openalex.org/W2624431344,,,https://doi.org/10.48550/arxiv.1706.02216,Inductive Representation Learning on Large Graphs,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2736601468,,,https://doi.org/10.4230/oasics.dx.2024.16,Diagnosing Non-Intermittent Anomalies in Reinforcement Learning Policy Executions (Short Paper),2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2746340587,,,https://doi.org/10.26434/chemrxiv.5309668.v2,Optimizing distributions over molecular space. An Objective-Reinforced Generative Adversarial Network for Inverse-design Chemistry (ORGANIC),2017,ChemRxiv,,
1hop_referenced,https://openalex.org/W2763220183,,,https://doi.org/10.1080/14686996.2017.1401424,ChemTS: an efficient python library for <i>de novo</i> molecular generation,2017,Science and Technology of Advanced Materials,,
1hop_referenced,https://openalex.org/W2780675302,,,https://doi.org/10.48550/arxiv.1712.07449,"In silico generation of novel, drug-like chemical matter using the LSTM neural network",2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2786103815,,,https://doi.org/10.48550/arxiv.1803.03324,Learning Deep Generative Models of Graphs,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2786565076,,,https://doi.org/10.48550/arxiv.1802.08786,Syntax-Directed Variational Autoencoder for Structured Data,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2786722833,,,https://doi.org/10.48550/arxiv.1802.04364,Junction Tree Variational Autoencoder for Molecular Graph Generation,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2788962621,,,,GraphRNN: A Deep Generative Model for Graphs,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2792455800,,,https://doi.org/10.1038/nrd1086,Hit and lead generation: beyond high-throughput screening,2003,Nature Reviews Drug Discovery,,
1hop_referenced,https://openalex.org/W2951101948,,,,GraphRNN: Generating Realistic Graphs with Deep Auto-regressive Models,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2952254971,,,,Neural Message Passing for Quantum Chemistry,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2962767366,,,,,,,,
1hop_referenced,https://openalex.org/W2963028280,,,https://doi.org/10.1186/s13321-018-0287-6,Multi-objective de novo drug design with conditional graph generative model,2018,Journal of Cheminformatics,,
1hop_referenced,https://openalex.org/W2963676163,,,,,,,,
1hop_referenced,https://openalex.org/W2964015378,,,https://doi.org/10.4230/lipics.ecoop.2025.6,Detecting Functionality-Specific Vulnerabilities via Retrieving Individual Functionality-Equivalent APIs in Open-Source Repositories,2025,Dagstuhl Research Online Publication Server,,
1hop_referenced,https://openalex.org/W2964108670,,,,,,,,
1hop_referenced,https://openalex.org/W2964113829,,,,,,,,
1hop_referenced,https://openalex.org/W2964121744,,,https://doi.org/10.4230/lipics.cp.2021.42,,2021,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),,
1hop_referenced,https://openalex.org/W2964268978,,,https://doi.org/10.1609/aaai.v31i1.10804,SeqGAN: Sequence Generative Adversarial Nets with Policy Gradient,2017,Proceedings of the AAAI Conference on Artificial Intelligence,,
1hop_referenced,https://openalex.org/W3037207827,,,,OpenAI Gym,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3098269892,,,https://doi.org/10.17863/cam.34134,Automatic Chemical Design Using a Data-Driven Continuous Representation of Molecules.,2018,Cambridge University Engineering Department Publications Database,,
1hop_referenced,https://openalex.org/W1973974137,,,https://doi.org/10.1208/s12248-012-9322-0,Structure-Based Virtual Screening for Drug Discovery: a Problem-Centric Review,2012,The AAPS Journal,,
1hop_referenced,https://openalex.org/W1980581986,,,https://doi.org/10.1002/cmdc.200700021,Chemical Space Travel,2007,ChemMedChem,,
1hop_referenced,https://openalex.org/W1982792699,,,https://doi.org/10.1021/ci500749q,Strategy To Discover Diverse Optimal Molecules in the Small Molecule Universe,2015,Journal of Chemical Information and Modeling,,
1hop_referenced,https://openalex.org/W1992156271,,,https://doi.org/10.1021/ar500432k,The Chemical Space Project,2015,Accounts of Chemical Research,,
1hop_referenced,https://openalex.org/W1998848097,,,https://doi.org/10.1038/nrd3139,Virtual screening: an endless staircase?,2010,Nature Reviews Drug Discovery,,
1hop_referenced,https://openalex.org/W2003209620,,,https://doi.org/10.1021/jp202765c,Computational Design and Selection of Optimal Organic Photovoltaic Materials,2011,The Journal of Physical Chemistry C,,
1hop_referenced,https://openalex.org/W2008732224,,,https://doi.org/10.1021/ci200528d,Recognizing Pitfalls in Virtual Screening: A Critical Review,2012,Journal of Chemical Information and Modeling,,
1hop_referenced,https://openalex.org/W2016589492,,,https://doi.org/10.1162/neco.1989.1.2.270,A Learning Algorithm for Continually Running Fully Recurrent Neural Networks,1989,Neural Computation,,
1hop_referenced,https://openalex.org/W2074978477,,,https://doi.org/10.1038/nature03197,Virtual screening of chemical libraries,2004,Nature,,
1hop_referenced,https://openalex.org/W2080635178,,,https://doi.org/10.1038/sdata.2014.22,Quantum chemistry structures and properties of 134 kilo molecules,2014,Scientific Data,,
1hop_referenced,https://openalex.org/W2087236956,,,https://doi.org/10.1021/ja0572046,Designing Molecules by Optimizing Potentials,2006,Journal of the American Chemical Society,,
1hop_referenced,https://openalex.org/W2087563523,,,https://doi.org/10.1186/1758-2946-5-7,InChI - the worldwide chemical structure identifier standard,2013,Journal of Cheminformatics,,
1hop_referenced,https://openalex.org/W2089731900,,,https://doi.org/10.1063/1.2987711,"Exploring chemical space with discrete, gradient, and hybrid optimization methods",2008,The Journal of Chemical Physics,,
1hop_referenced,https://openalex.org/W2104489082,,,https://doi.org/10.1103/physrevlett.108.058301,Fast and Accurate Modeling of Molecular Atomization Energies with Machine Learning,2012,Physical Review Letters,,
1hop_referenced,https://openalex.org/W2110791536,,,https://doi.org/10.1021/ja401184g,Stochastic Voyages into Uncharted Chemical Space Produce a Representative Library of All Possible Drug-Like Compounds,2013,Journal of the American Chemical Society,,
1hop_referenced,https://openalex.org/W2120615054,,,https://doi.org/10.3115/v1/p14-1062,A Convolutional Neural Network for Modelling Sentences,2014,,,
1hop_referenced,https://openalex.org/W2131686485,,,https://doi.org/10.1146/annurev-matsci-070214-020823,What Is High-Throughput Virtual Screening? A Perspective from Organic Materials Discovery,2015,Annual Review of Materials Research,,
1hop_referenced,https://openalex.org/W2134164499,,,https://doi.org/10.1021/jz200866s,The Harvard Clean Energy Project: Large-Scale Computational Screening and Design of Organic Photovoltaics on the World Community Grid,2011,The Journal of Physical Chemistry Letters,,
1hop_referenced,https://openalex.org/W2160592148,,,https://doi.org/10.1186/1758-2946-1-8,Estimation of synthetic accessibility score of drug-like molecules based on molecular complexity and fragment contributions,2009,Journal of Cheminformatics,,
1hop_referenced,https://openalex.org/W2161336914,,,https://doi.org/10.1145/2347736.2347755,A few useful things to know about machine learning,2012,Communications of the ACM,,
1hop_referenced,https://openalex.org/W2161782568,,,https://doi.org/10.1039/c0md00020e,Chemical space as a source for new drugs,2010,MedChemComm,,
1hop_referenced,https://openalex.org/W2165533158,,,https://doi.org/10.1007/3-540-44503-x_27,On the Surprising Behavior of Distance Metrics in High Dimensional Space,2001,Lecture notes in computer science,,
1hop_referenced,https://openalex.org/W2177317049,,,https://doi.org/10.1093/nar/gkv951,PubChem Substance and Compound databases,2015,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2316351572,,,https://doi.org/10.1021/jz400215j,Efficient Computational Screening of Organic Polymer Photovoltaics,2013,The Journal of Physical Chemistry Letters,,
1hop_referenced,https://openalex.org/W2478294658,,,https://doi.org/10.1038/nmat4717,Design of efficient molecular organic light-emitting diodes by a high-throughput virtual screening and experimental approach,2016,Nature Materials,,
1hop_referenced,https://openalex.org/W2963223306,,,,,,,,
1hop_referenced,https://openalex.org/W2963445908,,,https://doi.org/10.1002/minf.201700123,Application of Generative Autoencoder in <i>De Novo</i> Molecular Design,2017,Molecular Informatics,,
1hop_referenced,https://openalex.org/W3063622517,,,https://doi.org/10.26434/chemrxiv.5309668.v1,ORGANIC (1).pdf,2017,ChemRxiv,,
1hop_referenced,https://openalex.org/W6604662147,,,,,,,,
1hop_referenced,https://openalex.org/W6604676790,,,,,,,,
1hop_referenced,https://openalex.org/W6610423178,,,,,,,,
1hop_referenced,https://openalex.org/W6641858709,,,,,,,,
1hop_referenced,https://openalex.org/W6702211931,,,,,,,,
1hop_referenced,https://openalex.org/W6818723395,,,,,,,,
1hop_referenced,https://openalex.org/W1909149576,,,https://doi.org/10.1016/b978-0-12-394292-0.00006-0,Scientific Benchmarks for Guiding Macromolecular Energy Function Improvement,2013,Methods in enzymology on CD-ROM/Methods in enzymology,,
1hop_referenced,https://openalex.org/W2095705004,,,,Dropout: a simple way to prevent neural networks from overfitting,2014,,,
1hop_referenced,https://openalex.org/W2102245393,,,https://doi.org/10.1093/nar/gki524,TM-align: a protein structure alignment algorithm based on the TM-score,2005,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2108067237,,,https://doi.org/10.1016/s0969-2126(97)00260-8,CATH – a hierarchic classification of protein domain structures,1997,Structure,,
1hop_referenced,https://openalex.org/W2108921801,,,https://doi.org/10.1107/s0907444910045749,Overview of the<i>CCP</i>4 suite and current developments,2011,Acta Crystallographica Section D Biological Crystallography,,
1hop_referenced,https://openalex.org/W2132184418,,,https://doi.org/10.1038/nature13404,Accurate design of co-assembling multi-component protein nanomaterials,2014,Nature,,
1hop_referenced,https://openalex.org/W2144081223,,,https://doi.org/10.1107/s0907444904019158,<i>Coot</i>: model-building tools for molecular graphics,2004,Acta Crystallographica Section D Biological Crystallography,,
1hop_referenced,https://openalex.org/W2163341755,,,https://doi.org/10.1107/s0021889807021206,<i>Phaser</i>crystallographic software,2007,Journal of Applied Crystallography,,
1hop_referenced,https://openalex.org/W2170111110,,,https://doi.org/10.48550/arxiv.1310.1757,A Deep and Tractable Density Estimator,2013,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2180229411,,,https://doi.org/10.1107/s0907444909052925,<i>PHENIX</i>: a comprehensive Python-based system for macromolecular structure solution,2010,Acta Crystallographica Section D Biological Crystallography,,
1hop_referenced,https://openalex.org/W2183341477,,,https://doi.org/10.1109/cvpr.2016.308,Rethinking the Inception Architecture for Computer Vision,2016,,,
1hop_referenced,https://openalex.org/W2606780347,,,https://doi.org/10.48550/arxiv.1704.01212,Neural Message Passing for Quantum Chemistry,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2765322245,,,https://doi.org/10.1002/pro.3330,MolProbity: More and better reference data for improved all‐atom structure validation,2017,Protein Science,,
1hop_referenced,https://openalex.org/W2921646015,,,https://doi.org/10.1016/j.cell.2019.01.046,Induction of Potent Neutralizing Antibody Responses by a Designed Protein Nanoparticle Vaccine for Respiratory Syncytial Virus,2019,Cell,,
1hop_referenced,https://openalex.org/W2923539374,,,https://doi.org/10.1038/s41592-019-0357-3,SNAC-tag for sequence-specific chemical protein cleavage,2019,Nature Methods,,
1hop_referenced,https://openalex.org/W2944245644,,,https://doi.org/10.1038/s41592-020-0848-2,Macromolecular modeling and design in Rosetta: recent methods and frameworks,2020,Nature Methods,,
1hop_referenced,https://openalex.org/W2970971581,,,https://doi.org/10.48550/arxiv.1912.01703,"PyTorch: An Imperative Style, High-Performance Deep Learning Library",2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2996986155,,,https://doi.org/10.1002/prot.25868,ProDCoNN: Protein design using a convolutional neural network,2019,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W3010339412,,,https://doi.org/10.1021/acs.jcim.0c00043,DenseCPD: Improving the Accuracy of Neural-Network-Based Computational Protein Sequence Design with DenseNet,2020,Journal of Chemical Information and Modeling,,
1hop_referenced,https://openalex.org/W3081836708,,,https://doi.org/10.48550/arxiv.2009.01411,Learning from Protein Structure with Geometric Vector Perceptrons,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3088578860,,,https://doi.org/10.1016/j.cels.2020.08.016,Fast and Flexible Protein Design Using Deep Graph Neural Networks,2020,Cell Systems,,
1hop_referenced,https://openalex.org/W3094860119,,,https://doi.org/10.1016/j.cell.2020.10.043,Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2,2020,Cell,,
1hop_referenced,https://openalex.org/W3136996287,,,https://doi.org/10.1038/s41586-021-03365-x,Quadrivalent influenza nanoparticle vaccines induce broad protection,2021,Nature,,
1hop_referenced,https://openalex.org/W4210309881,,,,,,,,
1hop_referenced,https://openalex.org/W4210586598,,,,,,,,
1hop_referenced,https://openalex.org/W4210861939,,,https://doi.org/10.1038/s41467-022-28313-9,Protein sequence design with a learned potential,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4220765272,,,https://doi.org/10.1038/s41586-022-04654-9,Design of protein-binding proteins from the target structure alone,2022,Nature,,
1hop_referenced,https://openalex.org/W4248872320,,,https://doi.org/10.1107/s0907444909047337,<i>XDS</i>,2010,Acta Crystallographica Section D Biological Crystallography,,
1hop_referenced,https://openalex.org/W1996568337,,,https://doi.org/10.1126/science.1151721,"Complete Chemical Synthesis, Assembly, and Cloning of a <i>Mycoplasma genitalium</i> Genome",2008,Science,,
1hop_referenced,https://openalex.org/W2014677321,,,https://doi.org/10.1016/j.molcel.2010.05.004,Simple Combinations of Lineage-Determining Transcription Factors Prime cis-Regulatory Elements Required for Macrophage and B Cell Identities,2010,Molecular Cell,,
1hop_referenced,https://openalex.org/W2081781433,,,https://doi.org/10.1016/j.cell.2012.05.044,A Whole-Cell Computational Model Predicts Phenotype from Genotype,2012,Cell,,
1hop_referenced,https://openalex.org/W2118970397,,,https://doi.org/10.1093/nar/gkh379,AUGUSTUS: a web server for gene finding in eukaryotes,2004,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2166064969,,,https://doi.org/10.1073/pnas.71.4.1342,The 3′-Terminal Sequence of <i>Escherichia coli</i> 16S Ribosomal RNA: Complementarity to Nonsense Triplets and Ribosome Binding Sites,1974,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W2168847939,,,https://doi.org/10.1083/jcb.108.2.229,The scanning model for translation: an update.,1989,The Journal of Cell Biology,,
1hop_referenced,https://openalex.org/W2463708289,,,https://doi.org/10.1038/nrg.2016.59,The molecular hallmarks of epigenetic control,2016,Nature Reviews Genetics,,
1hop_referenced,https://openalex.org/W2944969418,,,https://doi.org/10.1038/s41586-019-1192-5,Total synthesis of Escherichia coli with a recoded genome,2019,Nature,,
1hop_referenced,https://openalex.org/W2950509696,,,https://doi.org/10.1093/nar/gkz173,"MitoZ: a toolkit for animal mitochondrial genome assembly, annotation and visualization",2019,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W3001279689,,,https://doi.org/10.48550/arxiv.2001.08361,Scaling Laws for Neural Language Models,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3028123349,,,https://doi.org/10.1101/2020.05.21.109686,Ledidi: Designing genomic edits that induce functional activity,2020,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3205470891,,,https://doi.org/10.1186/s12859-021-04437-5,Fast activation maximization for molecular sequence design,2021,BMC Bioinformatics,,
1hop_referenced,https://openalex.org/W4293569212,,,https://doi.org/10.1038/s41467-022-32818-8,Controlling gene expression with deep generative design of regulatory DNA,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4311887664,,,,,,,,
1hop_referenced,https://openalex.org/W4312197262,,,https://doi.org/10.1101/2022.12.21.521521,Language models generalize beyond natural proteins,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4386839891,,,https://doi.org/10.48550/arxiv.2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,2023,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4386861232,,,https://doi.org/10.1126/science.adg7492,Accurate proteome-wide missense variant effect prediction with AlphaMissense,2023,Science,,
1hop_referenced,https://openalex.org/W4386923826,,,https://doi.org/10.1038/s41587-023-01953-y,Identification of mobile genetic elements with geNomad,2023,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W4388722457,,,https://doi.org/10.1093/nar/gkad1077,HOCOMOCO in 2024: a rebuild of the curated collection of binding models for human and mouse transcription factors,2023,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W4389613185,,,https://doi.org/10.1038/s41586-023-06905-9,Targeted design of synthetic enhancers for selected tissues in the Drosophila embryo,2023,Nature,,
1hop_referenced,https://openalex.org/W4390616142,,,https://doi.org/10.1093/nar/gkad989,"CADD v1.7: using protein language models, regulatory CNNs and other nucleotide-level scores to improve genome-wide variant predictions",2024,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W4391652655,,,https://doi.org/10.1101/2024.02.05.578959,Feature Reuse and Scaling: Understanding Transfer Learning with Protein Language Models,2024,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4398197278,,,https://doi.org/10.1101/2024.05.20.594987,Pervasive ancestry bias in variant effect predictors,2024,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4399019723,,,https://doi.org/10.1101/2024.05.23.595630,Designing DNA With Tunable Regulatory Activity Using Discrete Diffusion,2024,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4400537747,,,https://doi.org/10.1016/j.cell.2024.06.002,"Three-dimensional genome architecture persists in a 52,000-year-old woolly mammoth skin sample",2024,Cell,,
1hop_referenced,https://openalex.org/W4401306886,,,https://doi.org/10.4230/lipics.giscience.2025.3,Enriching Location Representation with Detailed Semantic Information,2024,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4401752277,,,https://doi.org/10.1126/science.adq1977,AI and biosecurity: The need for governance,2024,Science,,
1hop_referenced,https://openalex.org/W4402733601,,,https://doi.org/10.48550/arxiv.2407.21787,Large Language Monkeys: Scaling Inference Compute with Repeated Sampling,2024,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4403196694,,,https://doi.org/10.1186/s13059-024-03404-6,In vivo perturb-seq of cancer and microenvironment cells dissects oncologic drivers and radiotherapy responses in glioblastoma,2024,Genome biology,,
1hop_referenced,https://openalex.org/W4404349982,,,https://doi.org/10.1126/science.ado9336,Sequence modeling and design from molecular to genome scale with Evo,2024,Science,,
1hop_referenced,https://openalex.org/W4404821554,,,https://doi.org/10.1038/s41592-024-02523-z,Nucleotide Transformer: building and evaluating robust foundation models for human genomics,2024,Nature Methods,,
1hop_referenced,https://openalex.org/W4405254162,,,https://doi.org/10.48550/arxiv.2412.06410,BatchTopK Sparse Autoencoders,2024,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4405829527,,,https://doi.org/10.1101/2024.12.25.630221,"ChromBPNet: bias factorized, base-resolution deep learning models of chromatin accessibility reveal cis-regulatory sequence syntax, transcription factor footprints and regulatory variants",2024,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4405995672,,,https://doi.org/10.1038/s41587-024-02511-w,A DNA language model based on multispecies alignment predicts the effects of genome-wide variants,2025,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W4406168945,,,https://doi.org/10.1038/s41586-024-08388-8,Functional evaluation and clinical classification of BRCA2 variants,2025,Nature,,
1hop_referenced,https://openalex.org/W4406178430,,,https://doi.org/10.1038/s41588-024-02053-6,Predicting RNA-seq coverage from DNA sequence as a unifying model of gene regulation,2025,Nature Genetics,,
1hop_referenced,https://openalex.org/W4412945523,,,https://doi.org/10.18653/v1/2025.acl-long.366,How to Train Long-Context Language Models (Effectively),2025,,,
1hop_referenced,https://openalex.org/W4415339007,,,,Systems and Algorithms for Convolutional Multi-Hybrid Language Models at Scale,2025,ArXiv.org,,
1hop_referenced,https://openalex.org/W4415655051,,,https://doi.org/10.1038/s41592-025-02881-2,Annotating the genome at single-nucleotide resolution with DNA foundation models,2025,Nature Methods,,
1hop_referenced,https://openalex.org/W4416386075,,,https://doi.org/10.1038/s41586-025-09749-7,Semantic design of functional de novo genes from a genomic language model,2025,Nature,,
1hop_referenced,https://openalex.org/W7133185245,,,https://doi.org/10.52202/075280-2810,ProteinGym: Large-Scale Benchmarks for Protein Fitness Prediction and Design,2023,,,
1hop_referenced,https://openalex.org/W1632114991,,,https://doi.org/10.21236/ada273556,Building a Large Annotated Corpus of English: The Penn Treebank,1993,,,
1hop_referenced,https://openalex.org/W1810943226,,,https://doi.org/10.4230/lipics.fun.2016.3,Generating Sequences With Recurrent Neural Networks,2013,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),,
1hop_referenced,https://openalex.org/W1902237438,,,https://doi.org/10.18653/v1/d15-1166,Effective Approaches to Attention-based Neural Machine Translation,2015,,,
1hop_referenced,https://openalex.org/W2113691817,,,https://doi.org/10.3115/1699571.1699621,Self-training PCFG grammars with latent annotations across languages,2009,,,
1hop_referenced,https://openalex.org/W2126433015,,,https://doi.org/10.13140/2.1.2791.2961,Fast and Accurate Shift-Reduce Constituent Parsing,2013,,,
1hop_referenced,https://openalex.org/W2139621418,,,https://doi.org/10.3115/1220175.1220230,"Learning accurate, compact, and interpretable tree annotation",2006,,,
1hop_referenced,https://openalex.org/W2163568299,,,https://doi.org/10.3115/1220835.1220855,Effective self-training for parsing,2006,,,
1hop_referenced,https://openalex.org/W2259472270,,,https://doi.org/10.48550/arxiv.1602.02410,Exploring the Limits of Language Modeling,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2289899728,,,https://doi.org/10.18653/v1/n16-1024,Recurrent Neural Network Grammars,2016,,,
1hop_referenced,https://openalex.org/W2514713644,,,https://doi.org/10.18653/v1/e17-2025,Using the Output Embedding to Improve Language Models,2017,,,
1hop_referenced,https://openalex.org/W2525778437,,,https://doi.org/10.48550/arxiv.1609.08144,Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2545625743,,,,,,,,
1hop_referenced,https://openalex.org/W2594990650,,,https://doi.org/10.18653/v1/d17-1151,Massive Exploration of Neural Machine Translation Architectures,2017,,,
1hop_referenced,https://openalex.org/W2605203995,,,https://doi.org/10.48550/arxiv.1703.10722,Factorization tricks for LSTM networks,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2612675303,,,https://doi.org/10.48550/arxiv.1705.04304,A Deep Reinforced Model for Abstractive Summarization,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2613904329,,,https://doi.org/10.48550/arxiv.1705.03122,Convolutional Sequence to Sequence Learning,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2949847915,,,,,,,,
1hop_referenced,https://openalex.org/W2951008357,,,,,,,,
1hop_referenced,https://openalex.org/W2951583185,,,https://doi.org/10.48550/arxiv.1610.02357,Xception: Deep Learning with Depthwise Separable Convolutions,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2952191002,,,https://doi.org/10.48550/arxiv.1601.06733,Long Short-Term Memory-Networks for Machine Reading,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2952339051,,,,,,,,
1hop_referenced,https://openalex.org/W2962784628,,,,,,Edinburgh Research Explorer (University of Edinburgh),,
1hop_referenced,https://openalex.org/W2963069010,,,,,,,,
1hop_referenced,https://openalex.org/W2963187627,,,,Neural GPUs Learn Algorithms,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963991316,,,https://doi.org/10.1162/tacl_a_00105,Deep Recurrent Models with Fast-Forward Connections for Neural Machine Translation,2016,Transactions of the Association for Computational Linguistics,,
1hop_referenced,https://openalex.org/W2964308564,,,,,,,,
1hop_referenced,https://openalex.org/W60686164,,,https://doi.org/10.1007/978-3-642-25566-3_40,Sequential Model-Based Optimization for General Algorithm Configuration,2011,Lecture notes in computer science,,
1hop_referenced,https://openalex.org/W198598726,,,,Adaptation in natural and artificial systems : an introductory analysis with application to biology,1975,Medical Entomology and Zoology,,
1hop_referenced,https://openalex.org/W836608889,,,,,,,,
1hop_referenced,https://openalex.org/W1498436455,,,https://doi.org/10.1038/323533a0,Learning representations by back-propagating errors,1986,Nature,,
1hop_referenced,https://openalex.org/W1538131130,,,https://doi.org/10.5555/303568.303704,"Convolutional networks for images, speech, and time series",1998,HAL (Le Centre pour la Communication Scientifique Directe),,
1hop_referenced,https://openalex.org/W1549134978,,,https://doi.org/10.1109/icec.1994.349932,Use of genetic programming for the search of a new learning rule for neural networks,2002,,,
1hop_referenced,https://openalex.org/W1568834902,,,https://doi.org/10.1016/b978-0-08-050684-5.50008-2,A Comparative Analysis of Selection Schemes Used in Genetic Algorithms,1991,Foundations of genetic algorithms,,
1hop_referenced,https://openalex.org/W1576818901,,,,Genetic Programming: On the Programming of Computers by Means of Natural Selection,1992,Medical Entomology and Zoology,,
1hop_referenced,https://openalex.org/W1577932924,,,https://doi.org/10.1016/b978-1-4832-1448-1.50014-7,The Evolution of Learning: An Experiment in Genetic Connectionism,1991,Elsevier eBooks,,
1hop_referenced,https://openalex.org/W1665214252,,,,Rectified Linear Units Improve Restricted Boltzmann Machines,2010,International Conference on Machine Learning,,
1hop_referenced,https://openalex.org/W1677182931,,,https://doi.org/10.1109/iccv.2015.123,Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,2015,,,
1hop_referenced,https://openalex.org/W1806891645,,,https://doi.org/10.1007/978-3-642-35289-8_26,Practical Recommendations for Gradient-Based Training of Deep Architectures,2012,Lecture notes in computer science,,
1hop_referenced,https://openalex.org/W1935590542,,,https://doi.org/10.1109/ecnn.2000.886220,Evolution and design of distributed learning rules,2002,,,
1hop_referenced,https://openalex.org/W2007344972,,,https://doi.org/10.1016/0167-739x(96)00011-8,Implementation of a reflective system,1996,Future Generation Computer Systems,,
1hop_referenced,https://openalex.org/W2060610732,,,https://doi.org/10.1145/2814270.2814310,FlashMeta: a framework for inductive program synthesis,2015,,,
1hop_referenced,https://openalex.org/W2086161653,,,https://doi.org/10.1137/0330046,Acceleration of Stochastic Approximation by Averaging,1992,SIAM Journal on Control and Optimization,,
1hop_referenced,https://openalex.org/W2104333095,,,https://doi.org/10.1007/978-3-642-15193-4_50,Indirectly Encoding Neural Plasticity as a Pattern of Local Rules,2010,Lecture notes in computer science,,
